,CONDITION_CONCEPT_ID,CONDITION_CONCEPT_NAME,FREQ
11785,4044061,Drug-induced tic,2
11786,4020296,Toxic effect of contact with fish,2
11787,4047912,Hypersomnia of non-organic origin,2
11788,4069115,Carbuncle of chest wall,2
11789,4047585,Fetal or neonatal effect of maternal nutritional disorder,2
11790,194229,Crushing injury of lower limb,2
11791,194280,Clonorchiasis,2
11792,372913,Impairment level: one eye: near-total impairment: other eye: not specified,2
11793,372917,Monocular exotropia with A pattern,2
11794,372918,Argentous corneal deposit,2
11795,432300,Latent schizophrenia in remission,2
11796,374936,Achromatopsia,2
11797,377300,Subperiosteal abscess of mastoid,2
11798,376980,Secondary lacrimal atrophy,2
11799,377114,"Open fracture of mandible, multiple sites",2
11800,436009,Poisoning by antimycobacterial drug,2
11801,436011,Bends,2
11802,194100,Obstructed labor due to fetal malposition,2
11803,194113,Cesarean wound disruption - delivered with postnatal complication,2
11804,195125,Injury of renal vein,2
11805,195177,Paratyphoid fever,2
11806,316649,Hodgkin's sarcoma of lymph nodes of multiple sites,2
11807,379817,Calcareous degeneration of cornea,2
11808,432366,Hematoma of broad ligament,2
11809,434321,Schizoaffective schizophrenia in remission,2
11810,194797,Injury of uterine artery,2
11811,194804,Injury of adrenal gland without open wound into abdominal cavity,2
11812,194873,Mixed intestinal helminthiasis,2
11813,202002,Foreign body in penis,2
11814,196442,Chronic gastric ulcer with hemorrhage AND with perforation but without obstruction,2
11815,315881,Vascular lesion of cord,2
11816,376955,Gouty tophus of pinna,2
11817,432638,Brawny scleritis,2
11818,320456,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication",2
11819,321037,Cholesterol embolus syndrome,2
11820,378048,Burn of ear,2
11821,378065,Mumps encephalitis,2
11822,378125,Presenile dementia,2
11823,381007,Impairment level: better eye: profound impairment: lesser eye: not further specified,2
11824,381008,Impairment level: one eye: near-total impairment: other eye: near-normal vision,2
11825,381013,Impairment level: one eye: severe impairment: other eye: not specified,2
11826,138932,Full thickness burn of back,2
11827,372642,Corneal staphyloma,2
11828,259874,Ulceration of vulva associated with another disorder,2
11829,260034,Chronic pulmonary coccidioidomycosis,2
11830,197608,Peripheral neuritis in pregnancy,2
11831,197714,Injury of splenic vein,2
11832,432609,"Acute alcoholic intoxication in remission, in alcoholism",2
11833,435945,Open fracture of base of thumb,2
11834,433100,Accidental poisoning by barbiturates,2
11835,433135,Infection by Taenia,2
11836,197416,Moderate laceration of liver without open wound into abdominal cavity,2
11837,197435,Crushing injury of multiple sites of lower limb,2
11838,315327,Maternal hypotension syndrome with antenatal problem,2
11839,198381,"Hodgkin's disease, lymphocytic-histiocytic predominance of spleen",2
11840,376688,Subcapsular glaucomatous flecks,2
11841,376697,Corneal abscess,2
11842,433076,Crushing injury of thigh,2
11843,373492,Alternating esotropia with noncommitance other than A OR V pattern,2
11844,319138,Respiratory condition of fetus OR newborn,2
11845,80156,Asymptomatic bacteriuria in pregnancy,2
11846,433426,Burkitt's tumor of lymph nodes of axilla AND/OR upper limb,2
11847,194703,Leukoplakia of vagina,2
11848,380724,Corneal ghost vessels,2
11849,4057743,Hyperuricuria,2
11850,4089500,Diphyllobothriasis,2
11851,4056290,"Traumatic amputation, thumb, through interphalangeal joint",2
11852,4090098,Subcutaneous pheohyphomycotic abscess and cyst,2
11853,4009631,Male pseudohermaphroditism,2
11854,442317,Deep third degree burn of forearm,2
11855,442320,Infection by Trypanosoma rhodesiense,2
11856,4029108,Very long chain acyl-CoA dehydrogenase deficiency,2
11857,441289,Recession of chamber angle,2
11858,441349,Legal termination of pregnancy with complication,2
11859,441398,Anomaly of sex chromosome,2
11860,441962,Congenital bowing of tibia and/or fibula,2
11861,441977,Closed traumatic dislocation of carpometacarpal joint of wrist,2
11862,4031815,"Mucopolysaccharidosis, MPS-IV-B",2
11863,444360,Friction blister with infection,2
11864,443674,Traumatic amputation of toe(s) with complication,2
11865,4004309,Fallopian tube and broad ligament anomalies,2
11866,4004462,Congenital hernia of bladder,2
11867,4004477,Non-traumatic acute-on-chronic slipped upper femoral epiphysis,2
11868,440539,Open fracture of alveolar border of body of mandible,2
11869,440545,Open fracture of bones of trunk,2
11870,438251,Syndactyly of fingers with fusion of bones,2
11871,438324,Poisoning by dietetic drug,2
11872,438290,Partial thickness burn of neck,2
11873,441228,Syphilitic meningitis,2
11874,438358,Infection by Spirometra larvae,2
11875,4029043,Infection of skin,2
11876,4026144,Bile duct calculus with acute cholecystitis,2
11877,444394,Atypical Argyll-Robertson pupil,2
11878,444405,Open multiple fractures of lower limb with ribs AND sternum,2
11879,444416,Superficial foreign body of trunk without major open wound but with infection,2
11880,443404,Disorder of puerperium,2
11881,4014455,Twins - one still and one live born,2
11882,443074,Coracohumeral sprain,2
11883,443100,Stomach injury with open wound into cavity,2
11884,436234,Transitory neonatal electrolyte disturbance,2
11885,4011508,Fracture of skull and facial bones,2
11886,4030504,3-Methylglutaconic aciduria,2
11887,4030856,"Severe bipolar I disorder, single manic episode without psychotic features",2
11888,4032488,Old disruption of ligament of knee,2
11889,4012456,Open fracture distal tibia,2
11890,4016959,Concussion with more than 24 hours loss of consciousness without return to pre-existing conscious level,2
11891,4015842,Viral hepatitis carrier,2
11892,443567,Anaphylaxis due to vegetable,2
11893,4033296,Melanocytic nevus of lip,2
11894,4015629,"Open fracture patella, transverse",2
11895,444378,Poisoning by antitussive,2
11896,442045,Injury resulting from operations of war,2
11897,4009908,"Open fracture thoracic vertebra, burst",2
11898,4029371,Medium-chain acyl-coenzyme A dehydrogenase deficiency,2
11899,4032807,Dermatitis vegetans,2
11900,4027702,Congenital anomaly of lens,2
11901,4022933,Breast finding,2
11902,443802,Postvaccinal encephalomyelitis,2
11903,443757,Cellulitis of pharynx,2
11904,443770,Chronic duodenal ulcer without hemorrhage AND without perforation but with obstruction,2
11905,4035438,Gout secondary to lead,2
11906,4035606,Deficiency of posterior cruciate ligament,2
11907,4032899,Non-bullous erythema multiforme,2
11908,4028991,Uterus unicornis,2
11909,4041695,Knuckle pads,2
11910,4029732,Disorder of galactose metabolism,2
11911,4040830,Acute oophoritis,2
11912,4044055,Drug-induced chorea,2
11913,4096140,Contusion of colon,2
11914,4106505,Traumatic blister of genitalia,2
11915,4082948,Blood group A Rh(D) positive,2
11916,4086221,Traumatic blister of thumb,2
11917,4097984,Coarctation of pulmonary artery,2
11918,4093427,Kearns-Sayre syndrome,2
11919,4093475,Acute pulmonary blastomycosis,2
11920,4093477,Pheohyphomycotic brain abscess,2
11921,4078688,Alcohol myopathy,2
11922,4089980,Early congenital syphilis - latent,2
11923,4096314,Thumb injury,2
11924,4101899,Congenital and developmental myasthenia,2
11925,4102047,Juxtapapillary focal chorioretinitis,2
11926,4108641,Superficial injury of genitalia,2
11927,4106356,Superficial injury of little toe,2
11928,4109612,Congenital malformation of salivary glands and ducts,2
11929,4107360,Superficial corrosion of neck,2
11930,4111309,Short rib dysplasia,2
11931,4110273,Sex chromosome abnormality - male phenotype,2
11932,4067054,Reactive arthropathy of shoulder,2
11933,4050871,Pulmonary blastomycosis,2
11934,4028805,Alcohol-induced pseudo-Cushing's syndrome,2
11935,4016356,Typhoid carrier,2
11936,4056347,"Nephrotic syndrome, dense deposit disease",2
11937,4105112,Acquired fixed flexion deformity of wrist,2
11938,4051770,"Contusion, ankle and foot, excluding toe(s)",2
11939,4027310,Impairment of voice production,2
11940,4055598,Injury of greater saphenous vein at lower leg level,2
11941,4058113,Gestational edema with proteinuria,2
11942,4027566,Disorder of visual cortex,2
11943,4048278,"Intraventricular (nontraumatic) hemorrhage, grade 2, of fetus and newborn",2
11944,4062686,Diabetes mellitus in the puerperium - baby delivered during previous episode of care,2
11945,4059454,"Acute nephritic syndrome, minor glomerular abnormality",2
11946,4048875,Senile dementia,2
11947,4048927,Transitory neonatal hypokalemia,2
11948,4053593,Injury of descending colon,2
11949,4053595,Injury of prostate,2
11950,4043403,Subacute necrotizing myelitis,2
11951,4059253,Injury of muscle and tendon of head,2
11952,4056591,Traumatic rupture of lumbar intervertebral disc,2
11953,4050085,Open wound of larynx,2
11954,4071059,Plagiocephaly,2
11955,4077718,Listeria meningoencephalitis,2
11956,4053128,"Traumatic amputation, through shoulder",2
11957,4050552,Injury of vein at forearm level,2
11958,4050680,Injury of blood vessels at ankle and foot level,2
11959,4062551,Decreased lactation,2
11960,4053584,Superficial injury,2
11961,4063438,Subacute active lichen planus,2
11962,4052824,Open wound of cheek,2
11963,4066821,Drug-induced pemphigus,2
11964,4051956,Vulvovaginal disease,2
11965,4052061,Superficial burn of buttock,2
11966,4051447,Ameboma,2
11967,4061847,Abnormal hematologic finding on antenatal screening of mother,2
11968,4061852,Obstructed labor due to abnormality of maternal pelvic organs,2
11969,4084590,Laceration of trachea,2
11970,4055463,"Complete thoracic cord injury, without bony injury, T7-12",2
11971,4058988,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions",2
11972,4062264,Postnatal deep vein thrombosis with postnatal complication,2
11973,4087749,Systemic bartonellosis,2
11974,4070288,Preauricular fistula,2
11975,4035134,Polyglandular hyperfunction,2
11976,4071154,Acoustic neuritis,2
11977,4130672,Neoplasm of multiple endocrine glands,2
11978,4153133,Traumatic blister of elbow,2
11979,4153261,Puncture wound of buttock,2
11980,4163899,Day blindness,2
11981,4155499,Urogenital injury,2
11982,4168840,Abnormal immunological findings in CSF,2
11983,4166901,Fracture of phalanx of thumb,2
11984,4151846,Crigler-Najjar syndrome,2
11985,4142989,Closed Salter-Harris type I fracture of lower epiphysis of femur,2
11986,4173027,Acute laryngitis and/or tracheitis,2
11987,4185018,Foreign body of skin of toe,2
11988,4134178,Subluxation of joint of thoracic spine,2
11989,4150302,Candida angular cheilitis,2
11990,4153689,Puncture wound of scalp,2
11991,4134322,Fracture of distal end of radius,2
11992,4134336,Fracture of tarsal bone,2
11993,4155336,Psychoactive substance-induced organic hallucinosis,2
11994,4153492,Congenital absence of foot,2
11995,4182585,Nelson syndrome,2
11996,4183170,Acrodermatitis atrophicans chronica,2
11997,4118277,Rebound tenderness of right hypochondrium,2
11998,4115164,Synovitis/tenosynovitis - elbow,2
11999,4115178,Fracture malunion - shoulder,2
12000,4099746,Alopecia mucinosa,2
12001,4111485,Sex chromosome abnormality - female phenotype,2
12002,4115064,Loose body in foot joint,2
12003,4115068,Pathological dislocation of wrist joint,2
12004,4115208,Ankylosis of the elbow joint,2
12005,4101289,Tyrosinemia,2
12006,4116325,Abscess of tendon sheath,2
12007,4101333,HSMN IV,2
12008,4092159,Abuse of vitamins,2
12009,4105194,Secondary syphilitic meningitis,2
12010,4118054,Fetal or neonatal effect of maternal complication of pregnancy,2
12011,4097060,Acute lymphangitis of abdominal wall,2
12012,4119771,Chylocele,2
12013,4099656,Excessive glucagon secretion,2
12014,4107913,Myopathy due to rheumatoid arthritis,2
12015,4117722,Villonodular synovitis of wrist,2
12016,4115549,Rebound tenderness of right iliac fossa,2
12017,4118011,Rupture of synovium of shoulder,2
12018,4134144,Acute lymphangitis of toe,2
12019,4145946,Fetus with central nervous system malformation,2
12020,4110130,Dystrophic epidermolysis bullosa,2
12021,4135209,Combined pregnancy,2
12022,4145159,Hypoplasia of aorta,2
12023,4145168,Congenital fusion of labia,2
12024,4084964,Tinea imbricata,2
12025,4143292,Varicose veins of legs in the puerperium,2
12026,4143382,Subacute myeloid leukemia in remission,2
12027,4143460,Hemorrhagic otitis externa,2
12028,4096151,Tyrosinase-positive oculocutaneous albinism,2
12029,4084803,Closed fracture of intermediate cuneiform bone of foot,2
12030,4098618,Sequelae of hyperalimentation,2
12031,4062223,Nerve root and spinal plexus injuries of multiple sites,2
12032,4071744,Transitory neonatal hyperkalemia,2
12033,4082061,Cutaneous coccidioidomycosis,2
12034,4085553,Strain of tendon of head and neck,2
12035,4098825,Intentional poisoning by angiotensin-converting enzyme inhibitor,2
12036,4095550,Laceration of heart,2
12037,4069806,Abnormal blue sclerae,2
12038,4083681,Juvenile ankylosing spondylitis,2
12039,4064819,Obstructed labor due to compound presentation,2
12040,4096138,Contusion of small intestine,2
12041,4279309,Substance abuse,2
12042,4220197,Cannabis intoxication delirium,2
12043,4211106,Injury of pleura,2
12044,4277942,Carbuncle of perineum,2
12045,4344502,Lesion of ligaments of elbow region,2
12046,4344638,Cholera due to Vibrio cholerae O1 Classical biotype,2
12047,4266499,Adhesions due to foreign body accidentally left in operative wound AND/OR body cavity during a procedure,2
12048,4205238,Elbow fracture,2
12049,4215747,Secondary syphilis of liver,2
12050,4210297,Neonatal transient hyperthyroidism,2
12051,4239812,"Sedative, hypnotic AND/OR anxiolytic-induced sleep disorder",2
12052,4237906,Poisoning by caffeine,2
12053,4239312,Ophiasis,2
12054,4212441,O/E - right eye stable treated proliferative diabetic retinopathy,2
12055,4216219,Bizarre personal appearance,2
12056,4241439,Injury of brachial vein,2
12057,4228533,Zellweger syndrome,2
12058,4238682,Physical AND emotional exhaustion state,2
12059,4214520,Intestinal infectious disease due to Gram-negative bacteria,2
12060,4211831,Incarcerated gravid uterus,2
12061,4262609,Metachromatic leukodystrophy,2
12062,4243608,Accessory ovary,2
12063,4236885,"Central cervical cord injury, without spinal bony injury, C5-7",2
12064,4248131,Injury of olfactory nerve,2
12065,4235773,Doubling of uterus with doubling of cervix and vagina,2
12066,4167234,Accidental poisoning by detergent,2
12067,4165352,Manganese deficiency,2
12068,4162752,Accidental tetracycline poisoning,2
12069,4249596,Polyp of middle ear,2
12070,4264169,Infection by Angiostrongylus,2
12071,4263345,Lattice corneal dystrophy,2
12072,4244549,Fracture of orbital roof,2
12073,4185544,"Glycogen storage disease, type V",2
12074,4171022,Rieger syndrome,2
12075,4176298,Hyperplasia of zygomatic bone,2
12076,4176310,Late effect of epidural hematoma due to trauma,2
12077,4164141,Superficial foreign body of penis without major open wound AND without infection,2
12078,4172185,Acne conglobata,2
12079,4169106,Feeling unhappy,2
12080,4170460,Anal sphincter tear,2
12081,4172063,Abnormal histological finding in specimen from female genital organ,2
12082,4206007,Anemia following fetal blood loss,2
12083,4162559,Posterior pole focal chorioretinitis,2
12084,4197474,Malignant neoplasm of upper eyelid,2
12085,4175555,Blood group B Rh(D) positive,2
12086,4213109,Fracture of tibia AND fibula,2
12087,4224822,Disease due to Nematoda,2
12088,4238921,Tuberculous encephalitis,2
12089,4206889,Sacral dimple,2
12090,4227135,Lymphocutaneous sporotrichosis,2
12091,4177623,Foreign body of skin of cheek,2
12092,4135964,Retained nonmagnetic intraocular foreign body,2
12093,4157670,General anesthetic drug poisoning,2
12094,4159806,Intentional cannabis poisoning,2
12095,4153293,Congenital renal artery stenosis,2
12096,4156143,Intentional aspirin poisoning,2
12097,4135744,Fracture of base of fifth metacarpal,2
12098,4162391,Vocal cord trauma,2
12099,4147414,Varicose veins of legs in pregnancy,2
12100,4149584,Holoprosencephaly sequence,2
12101,4117413,Pathological dislocation of knee joint,2
12102,4133327,Transverse deficiency lower limb - knee level,2
12103,4155030,Laceration of head and neck,2
12104,4130539,Subdural hemorrhage due to birth trauma,2
12105,46269862,Intestinal obstruction due to colonic inflammatory polyps,2
12106,46269864,Complete edentulism class III due to caries,2
12107,46269869,Complete edentulism class III due to periodontal disease,2
12108,46269870,Complete edentulism due to trauma,2
12109,46269871,Complete edentulism class I due to trauma,2
12110,46270396,Chronic osteomyelitis of shoulder with draining sinus,2
12111,46273592,Enteritis due to Yersinia enterocolitica,2
12112,46271765,Mosaic Turner syndrome,2
12113,46273347,Eyeball wound due to penetrating foreign body,2
12114,46270485,Indeterminate sex,2
12115,45757758,Postinfective bulbous urethral stricture,2
12116,45757762,Postinfective urethral meatal stricture of male,2
12117,45757657,Hyperplasia of alveolar process of mandible,2
12118,45757658,Anomaly of interarch distance,2
12119,45757659,Anterior soft tissue impingement on teeth,2
12120,45766783,Closed fracture of shaft of second metacarpal bone,2
12121,45770927,Alveolar hyperplasia of maxilla,2
12122,45770827,Female genital mutilation,2
12123,45757635,Disorder of lacrimal passage,2
12124,45757727,Posterior corneal dystrophy,2
12125,45757750,Hereditary focal and segmental glomerular lesions,2
12126,45766971,Pathological fracture of hand due to neoplastic disease,2
12127,45772095,Toxoplasma myositis,2
12128,45766959,Open fracture of phalanx of middle finger,2
12129,45766960,Open fracture of phalanx of thumb,2
12130,45771073,Congenital transverse septate vagina,2
12131,45766813,Stress fracture of ulna,2
12132,45772781,Closed fracture of epiphyseal plate of distal fibula,2
12133,45772782,Open fracture of apophysis of femur,2
12134,45767614,Closed fracture of epiphyseal plate of distal tibia,2
12135,45772127,Disorder of ketone metabolism,2
12136,4346166,Disseminated mucormycosis,2
12137,40481841,Measurement finding outside reference range,2
12138,4022078,Discord with counselor,2
12139,439664,Relationship problems,2
12140,35623795,Methaqualone poisoning,2
12141,35626041,Moderate nonproliferative diabetic retinopathy of right eye,2
12142,4328432,Cryopyrin associated periodic syndrome,2
12143,4338242,Congenital stenosis of vena cava,2
12144,4336013,Glaucoma following surgery,2
12145,4302329,Retained nonmagnetic foreign body in lens,2
12146,4331287,Cocaine-induced sleep disorder,2
12147,4298713,Infection of external ear,2
12148,4327669,"Bipolar I disorder, single manic episode, in remission",2
12149,4297446,Amyoplasia congenita disruptive sequence,2
12150,4309539,Malignant melanoma of skin of lower eyelid,2
12151,4301491,Complete phocomelia of upper limb,2
12152,4319903,Macroencephaly,2
12153,4346191,Cutaneous myiasis,2
12154,4314245,Accidental poisoning by halogenated hydrocarbon derivative,2
12155,4323827,"Mucopolysaccharidosis, MPS-II",2
12156,4324690,Fracture of skull,2
12157,4313834,Congenital anomaly of thoracic cage,2
12158,4245406,Acquired lactase deficiency,2
12159,4247008,Chronic peptic ulcer with hemorrhage AND perforation,2
12160,4245460,Hairy cell leukemia of spleen,2
12161,4309222,Congenital anomaly of skeletal bone,2
12162,4310366,Accidental poisoning by chlorine,2
12163,4283682,"Niemann-Pick disease, type C",2
12164,4230184,Transient hypogammaglobulinemia of infancy,2
12165,4312053,Accidental poisoning by lead compound,2
12166,4290971,Amebic ulcer of skin,2
12167,4302027,Neonatal dehydration,2
12168,4309008,Heart-lung transplant failure and rejection,2
12169,42537633,Chronic inflammation of mastoid cavity,2
12170,760157,Polyp of left middle ear,2
12171,35609009,Rheumatoid arthritis of left shoulder,2
12172,35623050,Carbamoyl-phosphate synthetase 1 deficiency,2
12173,37118663,Puncture wound of thigh with foreign body,2
12174,42538992,Excessive spacing of fully erupted teeth,2
12175,4014218,Volar plate injury of metacarpophalangeal joint of finger,2
12176,37117999,Myotonia congenita,2
12177,761245,Congenital talipes equinovarus of left foot,2
12178,36716848,Gangrene co-occurrent and due to parastomal hernia,2
12179,36713315,Defect of retina of bilateral eyes,2
12180,37116624,Laceration of upper arm with foreign body,2
12181,37116626,Puncture wound of upper arm with foreign body,2
12182,37116540,Laceration of quadriceps muscle,2
12183,37108590,Rheumatoid arthritis of left knee,2
12184,37108591,Rheumatoid arthritis of right knee,2
12185,37108605,Arthritis of left elbow,2
12186,37109493,Macular hole of left eye,2
12187,37116495,Laceration of brachial artery,2
12188,36717618,Detachment of left retina co-occurrent with retinal defect,2
12189,36715653,Anterior cord syndrome of cervical spinal cord at C8 level,2
12190,36715690,Complete lesion of thoracic spinal cord,2
12191,36716521,Sequela of trachoma,2
12192,36712792,Rupture of right Achilles tendon,2
12193,36715540,Myelitis caused by virus,2
12194,36715617,Fracture of posterior arch of first cervical vertebra,2
12195,36715664,Brown-Sequard syndrome at C2 level,2
12196,36716726,Acute Chagas disease without heart involvement,2
12197,36715598,Fracture of occipital condyle of skull type III,2
12198,36712793,Rupture of left Achilles tendon,2
12199,36715753,Complete lesion of lumbar spinal cord at L5 level,2
12200,36715651,Anterior cord syndrome of cervical spinal cord at C6 level,2
12201,36714693,Somatic dysfunction of lower limb,2
12202,36713435,Congenital absence of bladder and urethra,2
12203,36715639,Complete lesion of cervical spinal cord at C7 level,2
12204,37206829,Inflammatory disorder of visual pathway,2
12205,36686288,Laceration of right elbow,2
12206,37399017,Hemorrhagic fever with renal syndrome,2
12207,37396169,Obstructed labor due to fetal abnormality,2
12208,37396201,Disruptive mood dysregulation disorder,2
12209,142004,Partial thickness burn of ear,2
12210,138933,Partial thickness burn of multiple sites of upper arm,2
12211,440998,Peripheral chorioretinal scar,2
12212,37016356,Mild nonproliferative retinopathy due to secondary diabetes mellitus,2
12213,37016333,Albinism co-occurrent with hematologic disorder,2
12214,37016334,Azoospermia caused by radiation,2
12215,37018724,Meningitis caused by Histoplasmosis,2
12216,37019108,Human T-cell lymphotropic virus 1-associated myelopathy,2
12217,46273523,Primary chronic gout without tophus of shoulder,2
12218,46269929,Partial edentulism class II due to periodontal disease,2
12219,46269933,Partial edentulism class II due to trauma,2
12220,46269950,Iridocyclitis due to tuberculosis,2
12221,37016888,Dissection of precerebral artery,2
12222,40491360,Epidermal burn of face,2
12223,40492369,Full thickness burn of face,2
12224,135429,Epidermal burn of toe,2
12225,46270431,Chronic tophaceous gout of wrist due to renal impairment,2
12226,46270444,Chronic tophaceous gout of multiple sites caused by drug,2
12227,46270479,Perforation of root canal space due to endodontic treatment,2
12228,46274070,Intestinal obstruction due to chronic ulcerative rectosigmoiditis,2
12229,46271001,Infection by larvae of Trichinella,2
12230,46273654,Osteonecrosis of tibia due to trauma,2
12231,46269848,Abscess of intestine co-occurrent and due to chronic ulcerative rectosigmoiditis,2
12232,46269854,Cleft palate and bilateral cleft lip,2
12233,44784382,Abrasion of tooth extending into dentine,1
12234,40490930,Laceration of ulnar artery,1
12235,43530960,Induced termination of pregnancy complicated by cardiac arrest,1
12236,45757136,Physical abuse complicating pregnancy,1
12237,45757126,Air embolism in childbirth,1
12238,45757143,Postpartum septic thrombophlebitis,1
12239,45757156,Pyemic and septic embolism in pregnancy,1
12240,45757172,Sexual abuse complicating childbirth,1
12241,45763829,Xeroderma of upper eyelid,1
12242,45763830,Spastic ectropion of upper eyelid,1
12243,45757328,Open fracture of fifth lumbar vertebra,1
12244,45757798,Proliferative retinopathy,1
12245,45763567,Carnitine deficiency due to inborn error of metabolism,1
12246,45757246,External hirudiniasis,1
12247,45757253,Herpes zoster scleritis,1
12248,45757258,Minimal keratinized residual ridge mucosa,1
12249,45757268,Salmonella pyelonephritis,1
12250,45757455,Congenital longitudinal septate vagina,1
12251,45763767,Hypertrichosis of lower eyelid,1
12252,45763768,Isolated tracheobronchial tuberculosis,1
12253,45763773,Flat anterior chamber of eye with hypotony,1
12254,45757402,Female genital mutilation type 1,1
12255,45757236,Diphtheria radiculomyelitis,1
12256,433309,Fetal or neonatal effect of alcohol transmitted via placenta and/or breast milk,1
12257,433320,Excessive crying of child,1
12258,433340,Open fracture of medial condyle of humerus,1
12259,433350,Injury of head of pancreas without open wound into cavity,1
12260,433368,Toxic effect of soap AND/OR detergent,1
12261,193264,Placenta previa with hemorrhage - delivered,1
12262,193344,Injury of lung with open wound into thorax,1
12263,73282,"Breast engorgement in pregnancy, the puerperium or lactation with antenatal complication",1
12264,73307,Transverse deficiency of lower limb,1
12265,199068,Vaginal hematoma,1
12266,381384,Congenital absence of external ear,1
12267,381552,Retained magnetic intraocular foreign body,1
12268,381562,"Impairment level: better eye: moderate impairment: lesser eye: blind, not further specified",1
12269,433893,Open fracture of epiphysis of femur,1
12270,433966,Pinta,1
12271,195872,Prolapse of ovary and fallopian tube,1
12272,81402,Congenital coxa vara,1
12273,433233,Mushroom workers' lung,1
12274,79889,Unstable lie - delivered,1
12275,79890,Disorder of pelvic size and disproportion,1
12276,30439,Acute peptic ulcer with perforation but without obstruction,1
12277,30274,Full thickness burn of neck,1
12278,434400,Chronic gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,1
12279,381287,Retained magnetic foreign body in lens,1
12280,75971,Open wound of multiple sites of one upper limb with tendon involvement,1
12281,75996,Sacral spinal cord injury without bone injury,1
12282,76130,Inactive Ménière's disease,1
12283,75900,Fibular collateral ligament bursitis,1
12284,75915,Congenital absence of vertebra,1
12285,81376,Climacteric arthritis of the hand,1
12286,81400,Neonatal myasthenia gravis,1
12287,42709810,Congenital absence of part of upper limb,1
12288,43530911,Induced termination of pregnancy complicated by metabolic disorder,1
12289,43021529,Burn of eye region with partial thickness burn of head and/or neck,1
12290,43530939,Induced termination of pregnancy complicated by sepsis,1
12291,40484952,Retinal function study abnormal,1
12292,40483581,Combined tubal and intrauterine pregnancy,1
12293,40479438,Developmental dislocation of joint of shoulder region,1
12294,40489449,Greenstick fracture of distal radius,1
12295,42709918,Orofacial cleft,1
12296,40480431,Speech and language developmental delay due to hearing loss,1
12297,40492312,Laceration of radial artery,1
12298,40486605,Superficial injury of penis,1
12299,43021960,Previously homosexual transsexual,1
12300,44782981,Crush injury of face and scalp,1
12301,43021072,Open fracture of bone of wrist and/or hand,1
12302,40481792,Acquired auditory processing disorder,1
12303,40481800,Mixed developmental disorder,1
12304,44783938,Apatite-associated destructive arthritis of shoulder,1
12305,40479204,Anaphylaxis due to seed,1
12306,40479208,Transcondylar fracture of distal humerus,1
12307,43531594,Organic sleep related movement disorder,1
12308,44790844,Problem with artificial heart,1
12309,40487367,Acute bulbar poliomyelitis due to Human poliovirus 2,1
12310,43020488,Problem related to release from prison,1
12311,40487455,Traumatic injury of head of pancreas,1
12312,40482661,Chronic hypomanic personality disorder,1
12313,40486482,Laceration of anterior tibial artery,1
12314,40490405,Shuddering attacks,1
12315,40480732,Infection of bone of radius and/or ulna,1
12316,40481969,Infection of bone of hand,1
12317,45757199,Malnutrition in mother complicating childbirth,1
12318,45757207,Enteritis due to Astrovirus,1
12319,44783183,Combined intrauterine and ovarian pregnancy,1
12320,27526,Nezelof's syndrome,1
12321,80806,Climacteric arthritis of multiple sites,1
12322,80807,Old lateral collateral ligament disruption,1
12323,80860,Open fracture of vertebral column with spinal cord injury,1
12324,80918,Deep third degree burn of toe,1
12325,77073,Kashin-Beck disease of the hand,1
12326,136566,Epidermal burn of lip,1
12327,133586,Bilateral incomplete cleft palate with cleft lip,1
12328,134518,Open wound of multiple sites of mouth without complication,1
12329,77408,Closed anterior dislocation of proximal end of tibia,1
12330,79998,Full thickness burn of the thumb and finger(s),1
12331,78510,Recurrent dislocation of elbow,1
12332,76499,"Chondrocalcinosis due to pyrophosphate crystals, of the shoulder region",1
12333,136530,Sclerema neonatorum,1
12334,72398,Arthropathy in Behcet's syndrome,1
12335,76771,Obstetric non-purulent mastitis with postnatal complication,1
12336,134414,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication,1
12337,78009,Traumatic pneumothorax with open wound into thorax,1
12338,77182,Full thickness burn of toe,1
12339,24198,Contusion of esophagus,1
12340,24397,"Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",1
12341,24973,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,1
12342,80522,Congenital deformity of clavicle,1
12343,135934,Abdominal rigidity of periumbilical region,1
12344,78275,Open anterior dislocation of proximal end of tibia,1
12345,78276,Open fracture of ilium,1
12346,78282,Closed traumatic dislocation of coccyx,1
12347,25965,Open wound of larynx without complication,1
12348,137974,Abnormal fetal heart beat noted before labor in liveborn infant,1
12349,137193,Erythema,1
12350,137207,Lepromatous leprosy,1
12351,73534,Disproportion between fetal head and pelvis,1
12352,73546,Disorder of breast associated with childbirth,1
12353,134205,Open wound of scapular region without complication,1
12354,134264,Salmonella osteomyelitis,1
12355,433604,Transient neonatal disorder of coagulation,1
12356,434154,Neonatal aspiration syndromes,1
12357,434161,Multiple epiphyseal dysplasia,1
12358,139202,"Burn involving 20-29 percent of body surface, with 10-19 percent of body surface with full thickness burn",1
12359,139203,Burn any degree involving 60-69 percent of body surface,1
12360,139734,Early yaws skin lesion,1
12361,194999,Male genital organ stricture,1
